"ACTION","AMOUNT","GLOBALSTEP","IDDEST","IDORIG","ISFLAGGEDFRAUD","ISFRAUD","NAMEDEST","NAMEORIG","TYPEDEST","TYPEORIG"
"TRANSFER","302214.7135205959","10044","4213920105911162","4843651537213319","false","false","Alex Neal","Stella Marsh","CLIENT","CLIENT"
"TRANSFER","892112.2598082942","10047","4637684291612186","4545086762201880","false","false","Faith Woodward","Blake Golden","CLIENT","CLIENT"
"TRANSFER","625673.5686459002","10086","4711862089559004","4786339840823557","false","false","William Mckinney","Gabriel Carter","CLIENT","CLIENT"
"TRANSFER","565290.1632085446","10106","4869889827738467","4497122618770519","false","false","Alyssa Mcdowell","Gianna Hickman","CLIENT","CLIENT"
"TRANSFER","343827.96128940315","10119","4709391052055802","4237659125488049","false","false","Brayden Richardson","Kimberly Daugherty","CLIENT","CLIENT"
"TRANSFER","498788.7983522853","10129","4909484325814390","4836108564841289","false","false","Madison Howell","Peyton Lambert","CLIENT","CLIENT"
"TRANSFER","367042.3483342324","10146","4075568791283029","4541632516993308","false","false","Bentley Guthrie","Ellie Stanton","CLIENT","CLIENT"
"TRANSFER","481497.70047424984","10156","4540683824649182","4834521934366815","false","false","Charlotte Quinn","Chase Sloan","CLIENT","CLIENT"
"TRANSFER","527040.3583174872","10192","4903294781756514","4296128647722101","false","false","Serenity Mcgee","Robert Holder","CLIENT","CLIENT"
"TRANSFER","548760.430125547","10205","4637684291612186","4218351630854369","false","false","Faith Woodward","Cameron Fletcher","CLIENT","CLIENT"
"TRANSFER","493030.97086341196","10230","4667822684487526","4101664525287234","false","false","Addison Matthews","Katherine Hyde","CLIENT","CLIENT"
"TRANSFER","422044.16981563973","10241","4593850042571367","4900418033860013","false","false","Gianna Woodward","Ellie Carson","CLIENT","CLIENT"
"TRANSFER","334545.5191988803","10278","4312305551023144","4544120256847808","false","false","Joshua Mcmahon","Blake Combs","CLIENT","CLIENT"
"TRANSFER","308417.8682340542","10291","4114661197866993","4284856972457869","false","false","Abigail Battle","Charlotte Flowers","CLIENT","CLIENT"
"TRANSFER","462880.5378898209","10339","4852437134669634","4130965985897460","false","false","Stella Norman","Elizabeth Wiley","CLIENT","CLIENT"
"TRANSFER","34452.04246432154","10345","4852437134669634","4130965985897460","false","false","Stella Norman","Elizabeth Wiley","CLIENT","CLIENT"
"TRANSFER","342312.4517470993","10360","4044664131908223","4575563620734529","false","false","Ella Harper","Morgan Hunt","CLIENT","CLIENT"
"TRANSFER","79226.3531952909","10390","4484173432975532","4922463948057150","false","false","Connor Silva","Ella Guy","CLIENT","CLIENT"
"TRANSFER","357391.5192782083","10400","4861172650473793","4638132279342268","false","false","Anna Todd","Bryson Greer","CLIENT","CLIENT"
"TRANSFER","263473.28578438313","10410","4774500537837523","4807038095045016","false","false","Sofia Gonzales","Kimberly Kelly","CLIENT","CLIENT"
"TRANSFER","129007.41673954055","10439","4093070823003952","4287596239907945","false","false","Audrey Gonzalez","Parker Langley","CLIENT","CLIENT"
"TRANSFER","654967.2109255672","10471","4202581290081469","4956093300756492","false","false","Brooklyn Charles","Tristan Harris","CLIENT","CLIENT"
"TRANSFER","594028.093660232","10552","4083353481918675","4017385101040044","false","false","Carter Martinez","Carson Murray","CLIENT","CLIENT"
"TRANSFER","251217.30272145348","10595","4351817236759084","4864200130198867","false","false","Piper Potter","Anna Warner","CLIENT","CLIENT"
"TRANSFER","412185.91248795926","10635","4834977800163985","4502784777097761","false","false","Elizabeth Morrison","Ava Abbott","CLIENT","CLIENT"
"TRANSFER","846158.3692646236","10648","4758051180456278","4037550485903846","false","false","Julia Gibson","Emma Alvarez","CLIENT","CLIENT"
"TRANSFER","423555.80680656777","10727","4073990297023604","4342579950184327","false","false","Autumn Cooley","David Carey","CLIENT","CLIENT"
"TRANSFER","193812.8607797207","10754","4209787054427128","4551492177815184","false","false","Lucas Santiago","Samantha Kirk","CLIENT","CLIENT"
"TRANSFER","398933.1383744058","10863","4167040766952052","4146177205269650","false","false","Elizabeth Wood","Alexis Sullivan","CLIENT","CLIENT"
"TRANSFER","611386.0406930684","10866","4167040766952052","4146177205269650","false","false","Elizabeth Wood","Alexis Sullivan","CLIENT","CLIENT"
"TRANSFER","364812.59324207215","10888","4946207367172384","4107868513570451","false","false","Christian Arnold","Julian Wilder","CLIENT","CLIENT"
"TRANSFER","437160.3231118955","10890","4946207367172384","4107868513570451","false","false","Christian Arnold","Julian Wilder","CLIENT","CLIENT"
"TRANSFER","42189.75534356729","11110","4534879526463363","4233787467146240","false","false","Jackson Ayers","Angel Larson","CLIENT","CLIENT"
"TRANSFER","61507.37003356416","11111","4534879526463363","4233787467146240","false","false","Jackson Ayers","Angel Larson","CLIENT","CLIENT"
"TRANSFER","186726.4006844692","11172","4261159677796765","4553329339916112","false","false","Claire Wooten","Layla Love","CLIENT","CLIENT"
"TRANSFER","349069.23301253427","11180","4545086762201880","4637684291612186","false","false","Blake Golden","Faith Woodward","CLIENT","CLIENT"
"TRANSFER","297549.7495232642","11183","4218351630854369","4637684291612186","false","false","Cameron Fletcher","Faith Woodward","CLIENT","CLIENT"
"TRANSFER","218942.85698029376","11224","4430313571474138","4334829709944699","false","false","Morgan Melton","Brooklyn Gordon","CLIENT","CLIENT"
"TRANSFER","450336.2446046094","11271","4218085448615097","4892844970450163","false","false","Madeline Myers","Amelia Winters","CLIENT","CLIENT"
"TRANSFER","170504.27226964573","11280","4561712796345208","4177907839202574","false","false","Sarah Vazquez","Adrian Murphy","CLIENT","CLIENT"
"TRANSFER","107184.49559613262","11372","4462050442635825","4422964465248556","false","false","Evan Wong","David Ward","CLIENT","CLIENT"
"TRANSFER","580822.8950496656","11477","4146177205269650","4167040766952052","false","false","Alexis Sullivan","Elizabeth Wood","CLIENT","CLIENT"
"TRANSFER","244965.4829578565","11482","4709391052055802","4623240228244340","false","false","Brayden Richardson","Jackson Lambert","CLIENT","CLIENT"
"TRANSFER","462133.94571853464","11489","4709391052055802","4623240228244340","false","false","Brayden Richardson","Jackson Lambert","CLIENT","CLIENT"
"TRANSFER","627657.398920054","11521","4140681636866345","4624911749099368","false","false","Josiah Key","Logan Adams","CLIENT","CLIENT"
"TRANSFER","490238.2530048799","11610","4803907181647147","4507586237888712","false","false","Mia Ford","Kevin Ortega","CLIENT","CLIENT"
"TRANSFER","466678.10867830017","11632","4078100232320322","4411281019249524","false","false","Khloe Holman","Kayden Holcomb","CLIENT","CLIENT"
"TRANSFER","344652.56060784275","11756","4852437134669634","4130965985897460","false","false","Stella Norman","Elizabeth Wiley","CLIENT","CLIENT"
"TRANSFER","311751.1829165229","11791","4422964465248556","4807038095045016","false","false","David Ward","Kimberly Kelly","CLIENT","CLIENT"
"TRANSFER","40736.02128422231","11807","4088137816077553","4236673879634212","false","false","Adam Mack","Allison Rosario","CLIENT","CLIENT"
"TRANSFER","542743.0904051415","11811","4786965145815771","4496924406259915","false","false","Jasmine Peterson","Christian Monroe","CLIENT","CLIENT"
"TRANSFER","908835.3202720091","11816","4661255730816834","4285541533303526","false","false","Trinity Ward","Dominic Sargent","CLIENT","CLIENT"
"TRANSFER","182484.43650929007","11895","4222445818351836","4496341263673288","false","false","Carlos Meyer","Gabriel Armstrong","MULE","CLIENT"
"TRANSFER","152289.27479627723","11942","4314960534684533","4097146858253385","false","false","Natalie Velazquez","Oliver Sellers","CLIENT","CLIENT"
"TRANSFER","45238.95607661561","11945","4314960534684533","4097146858253385","false","false","Natalie Velazquez","Oliver Sellers","CLIENT","CLIENT"
"TRANSFER","458943.43446799635","11969","4381750342272722","4389477161305779","false","false","Aiden Morris","Autumn Hull","CLIENT","CLIENT"
"TRANSFER","68729.054188387","12034","4140681636866345","4624911749099368","false","false","Josiah Key","Logan Adams","CLIENT","CLIENT"
"TRANSFER","117246.22736268002","12040","4140681636866345","4624911749099368","false","false","Josiah Key","Logan Adams","CLIENT","CLIENT"
"TRANSFER","540790.9641763333","12049","4946207367172384","4107868513570451","false","false","Christian Arnold","Julian Wilder","CLIENT","CLIENT"
"TRANSFER","217077.49752772468","12052","4625043012072838","4868482512655039","false","false","Robert Erickson","Isaiah Hester","CLIENT","CLIENT"
"TRANSFER","451333.55700313335","12094","4394308039068062","4711662716385215","false","false","Cooper Grimes","Grace Rivas","CLIENT","CLIENT"
"TRANSFER","95873.22922515156","12142","4909484325814390","4836108564841289","false","false","Madison Howell","Peyton Lambert","CLIENT","CLIENT"
"TRANSFER","657436.2472183295","12150","4708505110400681","4989426563190606","false","false","Connor Reeves","Avery Acevedo","CLIENT","CLIENT"
"TRANSFER","638594.4415403879","12171","4382795947570763","4494767598215258","false","false","Ava Flowers","Christian Dawson","CLIENT","CLIENT"
"TRANSFER","394875.20841534366","12177","4068544345072126","4448394664067096","false","false","Bailey Barr","Kylie Chavez","CLIENT","CLIENT"
"TRANSFER","422780.53181959665","12245","4317836226699426","4073974160266151","false","false","Noah Meyer","Emily Gallegos","CLIENT","CLIENT"
"TRANSFER","523694.8688827825","12328","4070512427155594","4363003730121966","false","false","Joseph Crawford","Ava Harrington","CLIENT","CLIENT"
"TRANSFER","437296.29940099234","12339","4987847639237901","4375038819249177","false","false","Molly Best","Sydney Head","CLIENT","CLIENT"
"TRANSFER","111354.70832505875","12368","4861172650473793","4638132279342268","false","false","Anna Todd","Bryson Greer","CLIENT","CLIENT"
"TRANSFER","722938.6562826133","12410","4709391052055802","4623240228244340","false","false","Brayden Richardson","Jackson Lambert","CLIENT","CLIENT"
"TRANSFER","981995.9132982851","12420","4709391052055802","4623240228244340","false","false","Brayden Richardson","Jackson Lambert","CLIENT","CLIENT"
"TRANSFER","236806.57524419934","12431","4075568791283029","4541632516993308","false","false","Bentley Guthrie","Ellie Stanton","CLIENT","CLIENT"
"TRANSFER","203712.8314111556","12466","4312305551023144","4026210185985626","false","false","Joshua Mcmahon","Easton Mayer","CLIENT","CLIENT"
"TRANSFER","32543.18641897064","12505","4221487573679200","4994570457353854","false","false","Alyssa Ball","Gabriella Mendez","CLIENT","CLIENT"
"TRANSFER","200296.636609521","12508","4221487573679200","4994570457353854","false","false","Alyssa Ball","Gabriella Mendez","CLIENT","CLIENT"
"TRANSFER","320430.3707658338","12604","4353319846494820","4478010400874164","false","false","Stella Tyler","Ella Britt","CLIENT","CLIENT"
"TRANSFER","211032.93948377046","12629","4430313571474138","4017385101040044","false","false","Morgan Melton","Carson Murray","CLIENT","CLIENT"
"TRANSFER","225675.15417949785","12631","4083353481918675","4017385101040044","false","false","Carter Martinez","Carson Murray","CLIENT","CLIENT"
"TRANSFER","229299.48099866294","12651","4430313571474138","4075924562824709","false","false","Morgan Melton","Landon Carlson","CLIENT","CLIENT"
"TRANSFER","313460.0620860229","12662","4924480519155286","4036468136614111","false","false","Alexander Bowen","Carson Davis","CLIENT","CLIENT"
"TRANSFER","37114.17942141637","12803","4017385101040044","4330981663911422","false","false","Carson Murray","Landon Mills","CLIENT","CLIENT"
"TRANSFER","405107.4092563679","12813","4215125620396174","4758208726940773","false","false","Taylor Lambert","Victoria Pearson","CLIENT","CLIENT"
"TRANSFER","164613.13526619232","12883","4786339840823557","4711862089559004","false","false","Gabriel Carter","William Mckinney","CLIENT","CLIENT"
"TRANSFER","417432.4208840366","12924","4428205977831107","4117944883787328","false","false","Aubrey Medina","Skylar James","CLIENT","CLIENT"
"TRANSFER","481546.5574516219","12959","4644606686345990","4237659125488049","false","false","Victoria Beard","Kimberly Daugherty","CLIENT","CLIENT"
"TRANSFER","253569.30175239965","12960","4644606686345990","4237659125488049","false","false","Victoria Beard","Kimberly Daugherty","CLIENT","CLIENT"
"TRANSFER","74145.40940319776","12970","4222445818351836","4161684221438714","false","true","Carlos Meyer","Aubree Wright","MULE","CLIENT"
"TRANSFER","92914.94202568571","13045","4093070823003952","4866051596912558","false","false","Audrey Gonzalez","Andrea Brady","CLIENT","CLIENT"
"TRANSFER","541913.1873413114","13074","4975790815319636","4765631609067599","false","false","Kaylee Blankenship","Nolan Grant","CLIENT","CLIENT"
"TRANSFER","255643.1800761331","13091","4218351630854369","4637684291612186","false","false","Cameron Fletcher","Faith Woodward","CLIENT","CLIENT"
"TRANSFER","971885.2327456463","13112","4497122618770519","4869889827738467","false","false","Gianna Hickman","Alyssa Mcdowell","CLIENT","CLIENT"
"TRANSFER","235011.28820687602","13121","4994570457353854","4691428210565999","false","false","Gabriella Mendez","Gavin Atkinson","CLIENT","CLIENT"
