"ACTION","AMOUNT","GLOBALSTEP","IDDEST","IDORIG","ISFLAGGEDFRAUD","ISFRAUD","NAMEDEST","NAMEORIG","TYPEDEST","TYPEORIG"
"DEBIT","5516.911493721273","13995","B45-0009267","4834521934366815","false","false","Bank of Reed","Chase Sloan","BANK","CLIENT"
"DEBIT","9445.587264519412","14056","B45-0009267","4347509640458984","false","false","Bank of Reed","Julia Lawson","BANK","CLIENT"
"DEBIT","4604.574419050571","14120","B91-0007919","4850537843722251","false","false","Bank of Farmer","Adam Ballard","BANK","CLIENT"
"DEBIT","9524.245713277294","14129","B61-0008968","4813182188535590","false","false","Bank of Lindsay","Levi Avery","BANK","CLIENT"
"DEBIT","9697.742863911884","14355","B45-0009267","4758208726940773","false","false","Bank of Reed","Victoria Pearson","BANK","CLIENT"
"DEBIT","1082.3586424142832","14503","B61-0008968","4570513869539464","false","false","Bank of Lindsay","Damian Craft","BANK","CLIENT"
"DEBIT","8821.580373101398","14566","B91-0007919","4408560861175001","false","false","Bank of Farmer","Makayla Bush","BANK","CLIENT"
"DEBIT","3776.1367585601893","14622","B45-0009267","4958672048418834","false","false","Bank of Reed","Blake Murray","BANK","CLIENT"
"DEBIT","3364.743027512635","14623","B45-0009267","4958672048418834","false","false","Bank of Reed","Blake Murray","BANK","CLIENT"
"DEBIT","4341.844210394935","14757","B74-0005094","4511462040359412","false","false","Bank of Cooke","Morgan Donaldson","BANK","CLIENT"
"DEBIT","10063.580360650882","14778","B74-0005094","4214355863641512","false","false","Bank of Cooke","Claire Holder","BANK","CLIENT"
"DEBIT","5524.096578330464","14862","B61-0008968","4083353481918675","false","false","Bank of Lindsay","Carter Martinez","BANK","CLIENT"
"DEBIT","4562.196810422925","15050","B45-0009267","4198948260750314","false","false","Bank of Reed","Brody Simmons","BANK","CLIENT"
"DEBIT","9249.77571767001","15061","B45-0009267","4590097259282824","false","false","Bank of Reed","Jackson Moon","BANK","CLIENT"
"DEBIT","8709.451286578562","15062","B45-0009267","4590097259282824","false","false","Bank of Reed","Jackson Moon","BANK","CLIENT"
"DEBIT","4806.599108594082","15113","B91-0007919","4850537843722251","false","false","Bank of Farmer","Adam Ballard","BANK","CLIENT"
"DEBIT","5370.79022076133","15132","B74-0005094","4876990248923794","false","false","Bank of Cooke","Alex Massey","BANK","CLIENT"
"DEBIT","6175.258947162148","15133","B74-0005094","4876990248923794","false","false","Bank of Cooke","Alex Massey","BANK","CLIENT"
"DEBIT","10798.628720138411","15217","B61-0008968","4261657934255236","false","false","Bank of Lindsay","Chase Mcdonald","BANK","CLIENT"
"DEBIT","11106.80008437961","15280","B61-0008968","4182417587481282","false","false","Bank of Lindsay","Camila Gay","BANK","CLIENT"
"DEBIT","5551.704202579738","15398","B74-0005094","4832843293767348","false","false","Bank of Cooke","Ava Casey","BANK","CLIENT"
"DEBIT","12133.415830334867","15660","B61-0008968","4083353481918675","false","false","Bank of Lindsay","Carter Martinez","BANK","CLIENT"
"DEBIT","861.4709610808827","15666","B91-0007919","4422964465248556","false","false","Bank of Farmer","David Ward","BANK","CLIENT"
"DEBIT","1741.8615167727442","15808","B45-0009267","4958672048418834","false","false","Bank of Reed","Blake Murray","BANK","CLIENT"
"DEBIT","3397.2805296051806","16037","B61-0008968","4017385101040044","false","false","Bank of Lindsay","Carson Murray","BANK","CLIENT"
"DEBIT","9021.750315826768","16208","B74-0005094","4292248338974417","false","false","Bank of Cooke","Elizabeth Frank","BANK","CLIENT"
"DEBIT","8463.9498074433","16501","B74-0005094","4254527922271355","false","false","Bank of Cooke","Joshua Winters","BANK","CLIENT"
"DEBIT","7277.802594848694","16712","B74-0005094","4150706141517724","false","false","Bank of Cooke","Joseph Cotton","BANK","CLIENT"
"DEBIT","48.081300431381806","16867","B74-0005094","4292248338974417","false","false","Bank of Cooke","Elizabeth Frank","BANK","CLIENT"
"DEBIT","9055.597387417723","16885","B45-0009267","4590097259282824","false","false","Bank of Reed","Jackson Moon","BANK","CLIENT"
"DEBIT","2169.595544297446","16891","B91-0007919","4850537843722251","false","false","Bank of Farmer","Adam Ballard","BANK","CLIENT"
"DEBIT","6481.624718827281","16907","B45-0009267","4912710665650142","false","false","Bank of Reed","Makayla Mcdowell","BANK","CLIENT"
"DEBIT","4428.452014138423","17061","B74-0005094","4832843293767348","false","false","Bank of Cooke","Ava Casey","BANK","CLIENT"
"DEBIT","4274.709231195546","17231","B45-0009267","4442982245804767","false","false","Bank of Reed","William Anthony","BANK","CLIENT"
"DEBIT","16208.06111600692","17304","B45-0009267","4336145546478603","false","false","Bank of Reed","Hunter Justice","BANK","CLIENT"
"DEBIT","851.6157289173807","17426","B74-0005094","4457790080108679","false","false","Bank of Cooke","Sophia Chandler","BANK","CLIENT"
"DEBIT","1918.707970083839","17440","B61-0008968","4182417587481282","false","false","Bank of Lindsay","Camila Gay","BANK","CLIENT"
"DEBIT","12132.533649449973","17840","B45-0009267","4722182061207481","false","false","Bank of Reed","Cameron Herman","BANK","CLIENT"
"DEBIT","9418.746610025275","17892","B61-0008968","4083353481918675","false","false","Bank of Lindsay","Carter Martinez","BANK","CLIENT"
"DEBIT","3194.8705853364604","17965","B74-0005094","4893589937977753","false","false","Bank of Cooke","Colton Reilly","BANK","CLIENT"
"DEBIT","2313.343411898176","18092","B45-0009267","4900418033860013","false","false","Bank of Reed","Ellie Carson","BANK","CLIENT"
"DEBIT","8228.11660160737","18314","B91-0007919","4866051596912558","false","false","Bank of Farmer","Andrea Brady","BANK","CLIENT"
"DEBIT","4634.592775922851","18324","B45-0009267","4958672048418834","false","false","Bank of Reed","Blake Murray","BANK","CLIENT"
"DEBIT","669.7771469780437","18374","B74-0005094","4876990248923794","false","false","Bank of Cooke","Alex Massey","BANK","CLIENT"
"DEBIT","1373.7870874338928","18376","B74-0005094","4876990248923794","false","false","Bank of Cooke","Alex Massey","BANK","CLIENT"
"DEBIT","10487.069555100947","18377","B74-0005094","4876990248923794","false","false","Bank of Cooke","Alex Massey","BANK","CLIENT"
"DEBIT","1818.3879336770865","18397","B45-0009267","4617001552596079","false","false","Bank of Reed","Charles Gibson","BANK","CLIENT"
"DEBIT","7005.832896215079","18563","B91-0007919","4296128647722101","false","false","Bank of Farmer","Robert Holder","BANK","CLIENT"
"DEBIT","1952.3256455021187","18730","B61-0008968","4261657934255236","false","false","Bank of Lindsay","Chase Mcdonald","BANK","CLIENT"
"DEBIT","2102.989667960619","18776","B91-0007919","4218351630854369","false","false","Bank of Farmer","Cameron Fletcher","BANK","CLIENT"
"DEBIT","4173.650487040305","18836","B45-0009267","4719590868234695","false","false","Bank of Reed","Evelyn Weeks","BANK","CLIENT"
"DEBIT","7869.863357471222","18877","B45-0009267","4122437547074590","false","false","Bank of Reed","Charles Colon","BANK","CLIENT"
"DEBIT","3914.830119149562","18940","B61-0008968","4570513869539464","false","false","Bank of Lindsay","Damian Craft","BANK","CLIENT"
"DEBIT","3482.1803045518154","19072","B61-0008968","4261657934255236","false","false","Bank of Lindsay","Chase Mcdonald","BANK","CLIENT"
"DEBIT","6354.734448991332","19262","B91-0007919","4850537843722251","false","false","Bank of Farmer","Adam Ballard","BANK","CLIENT"
"DEBIT","3219.967053448346","19447","B61-0008968","4581254757531928","false","false","Bank of Lindsay","Carlos Moses","BANK","CLIENT"
"DEBIT","4246.752840372815","19563","B61-0008968","4744468736938772","false","false","Bank of Lindsay","Aaliyah Harrington","BANK","CLIENT"
"DEBIT","258.5566726617849","19652","B61-0008968","4843651537213319","false","false","Bank of Lindsay","Stella Marsh","BANK","CLIENT"
"DEBIT","1698.0138390270035","19675","B45-0009267","4467072369534349","false","false","Bank of Reed","Kevin Hays","BANK","CLIENT"
"DEBIT","9133.044844951899","19705","B74-0005094","4553329339916112","false","false","Bank of Cooke","Layla Love","BANK","CLIENT"
"DEBIT","13137.29867757259","19781","B74-0005094","4893589937977753","false","false","Bank of Cooke","Colton Reilly","BANK","CLIENT"
"DEBIT","5177.778211752624","19795","B45-0009267","4834521934366815","false","false","Bank of Reed","Chase Sloan","BANK","CLIENT"
"DEBIT","13315.777120770726","19892","B45-0009267","4226934046603601","false","false","Bank of Reed","Anthony Diaz","BANK","CLIENT"
"DEBIT","3833.137189616714","19964","B74-0005094","4051296567638840","false","false","Bank of Cooke","Amelia Lindsey","BANK","CLIENT"
"DEBIT","12329.441794987973","19996","B61-0008968","4083353481918675","false","false","Bank of Lindsay","Carter Martinez","BANK","CLIENT"
"DEBIT","10121.781910396934","19997","B61-0008968","4083353481918675","false","false","Bank of Lindsay","Carter Martinez","BANK","CLIENT"
"DEBIT","4051.931681233948","20163","B74-0005094","4318049672061682","false","false","Bank of Cooke","Samantha Blair","BANK","CLIENT"
"DEBIT","11068.348441570428","20218","B45-0009267","4336145546478603","false","false","Bank of Reed","Hunter Justice","BANK","CLIENT"
"DEBIT","13044.677205225518","20220","B61-0008968","4139803710544373","false","false","Bank of Lindsay","Jose Ward","BANK","CLIENT"
"DEBIT","5810.223671592878","20260","B74-0005094","4150706141517724","false","false","Bank of Cooke","Joseph Cotton","BANK","CLIENT"
"DEBIT","11642.269018962375","20325","B91-0007919","4989426563190606","false","false","Bank of Farmer","Avery Acevedo","BANK","CLIENT"
"DEBIT","2573.8585804330355","20522","B45-0009267","4122437547074590","false","false","Bank of Reed","Charles Colon","BANK","CLIENT"
"DEBIT","2396.3453820453533","20656","B91-0007919","4274059538175511","false","false","Bank of Farmer","Avery Mcintyre","BANK","CLIENT"
"DEBIT","9580.003147908752","20888","B74-0005094","4214355863641512","false","false","Bank of Cooke","Claire Holder","BANK","CLIENT"
"DEBIT","24978.259031977064","21230","B61-0008968","4017385101040044","false","false","Bank of Lindsay","Carson Murray","BANK","CLIENT"
"DEBIT","5542.940225245409","21321","B91-0007919","4850537843722251","false","false","Bank of Farmer","Adam Ballard","BANK","CLIENT"
"DEBIT","12765.689167833825","21322","B91-0007919","4850537843722251","false","false","Bank of Farmer","Adam Ballard","BANK","CLIENT"
"DEBIT","4284.574874087723","21381","B74-0005094","4409487764873418","false","false","Bank of Cooke","Connor Howard","BANK","CLIENT"
"DEBIT","16021.529135162617","21405","B74-0005094","4741025848335538","false","false","Bank of Cooke","Abigail Delacruz","BANK","CLIENT"
"DEBIT","25746.126614030436","21520","B74-0005094","4893589937977753","false","false","Bank of Cooke","Colton Reilly","BANK","CLIENT"
"DEBIT","14568.81273447524","21523","B74-0005094","4893589937977753","false","false","Bank of Cooke","Colton Reilly","BANK","CLIENT"
"DEBIT","26196.061921589426","21524","B74-0005094","4893589937977753","false","false","Bank of Cooke","Colton Reilly","BANK","CLIENT"
"DEBIT","19944.372773865834","21536","B61-0008968","4691428210565999","false","false","Bank of Lindsay","Gavin Atkinson","BANK","CLIENT"
"DEBIT","7685.492975684318","21916","B91-0007919","4866051596912558","false","false","Bank of Farmer","Andrea Brady","BANK","CLIENT"
"DEBIT","11249.262612694016","22064","B45-0009267","4534663533853208","false","false","Bank of Reed","Brayden English","BANK","CLIENT"
"DEBIT","12161.672232610694","22090","B61-0008968","4581254757531928","false","false","Bank of Lindsay","Carlos Moses","BANK","CLIENT"
"DEBIT","1643.44366799622","22130","B91-0007919","4868926943916766","false","false","Bank of Farmer","Mackenzie Curtis","BANK","CLIENT"
"DEBIT","10696.662869390788","22198","B91-0007919","4413203714872291","false","false","Bank of Farmer","Thomas Farrell","BANK","CLIENT"
"DEBIT","11651.817300234317","22261","B61-0008968","4165402589940882","false","false","Bank of Lindsay","Adrian Pope","BANK","CLIENT"
"DEBIT","8339.929870916632","22312","B74-0005094","4214355863641512","false","false","Bank of Cooke","Claire Holder","BANK","CLIENT"
"DEBIT","6531.8574938105385","22383","B45-0009267","4648536263345608","false","false","Bank of Reed","Brandon Poole","BANK","CLIENT"
"DEBIT","5942.8154894593445","22403","B61-0008968","4447623833696711","false","false","Bank of Lindsay","Evan Becker","BANK","CLIENT"
"DEBIT","10140.36773832403","22434","B74-0005094","4463863551299855","false","false","Bank of Cooke","Scarlett Curry","BANK","CLIENT"
"DEBIT","10441.334351767648","22526","B45-0009267","4336145546478603","false","false","Bank of Reed","Hunter Justice","BANK","CLIENT"
"DEBIT","906.3447469371904","22647","B74-0005094","4498460370531508","false","false","Bank of Cooke","Emily Kennedy","BANK","CLIENT"
"DEBIT","12687.968667625963","22707","B91-0007919","4850537843722251","false","false","Bank of Farmer","Adam Ballard","BANK","CLIENT"
"DEBIT","1244.3934355836473","22708","B45-0009267","4198948260750314","false","false","Bank of Reed","Brody Simmons","BANK","CLIENT"
"DEBIT","4851.189062340807","22754","B91-0007919","4296128647722101","false","false","Bank of Farmer","Robert Holder","BANK","CLIENT"
"DEBIT","14544.210945791117","22826","B45-0009267","4092863419642261","false","false","Bank of Reed","Cooper Kline","BANK","CLIENT"
"DEBIT","6470.432246514309","22865","B91-0007919","4433992441573455","false","false","Bank of Farmer","Sydney Mathews","BANK","CLIENT"
"DEBIT","11293.591390435404","22913","B45-0009267","4389683099379378","false","false","Bank of Reed","Layla Jenkins","BANK","CLIENT"
"DEBIT","3425.3403919817347","22932","B45-0009267","4336145546478603","false","false","Bank of Reed","Hunter Justice","BANK","CLIENT"
"DEBIT","12592.825739611839","22951","B91-0007919","4253025285958248","false","false","Bank of Farmer","Emma Baldwin","BANK","CLIENT"
"DEBIT","1293.6969831989786","23115","B74-0005094","4121954046991117","false","false","Bank of Cooke","Charles Garcia","BANK","CLIENT"
"DEBIT","199.632311677512","23194","B91-0007919","4765631609067599","false","false","Bank of Farmer","Nolan Grant","BANK","CLIENT"
"DEBIT","6154.5454615161025","23250","B45-0009267","4375832870099640","false","false","Bank of Reed","Jeremiah Dixon","BANK","CLIENT"
"DEBIT","6353.117924877152","23304","B91-0007919","4989426563190606","false","false","Bank of Farmer","Avery Acevedo","BANK","CLIENT"
"DEBIT","15629.648817261994","23499","B74-0005094","4618741812770498","false","false","Bank of Cooke","Genesis Williams","BANK","CLIENT"
"DEBIT","3029.5534931339025","23536","B91-0007919","4665053461099589","false","false","Bank of Farmer","Aiden Lane","BANK","CLIENT"
"DEBIT","4835.245266079078","23550","B74-0005094","4553403585579971","false","false","Bank of Cooke","Jacob Hartman","BANK","CLIENT"
"DEBIT","8407.80234672584","23559","B61-0008968","4744468736938772","false","false","Bank of Lindsay","Aaliyah Harrington","BANK","CLIENT"
"DEBIT","6041.665952247857","23566","B61-0008968","4744468736938772","false","false","Bank of Lindsay","Aaliyah Harrington","BANK","CLIENT"
"DEBIT","230.06945094764842","23603","B61-0008968","4382795947570763","false","false","Bank of Lindsay","Ava Flowers","BANK","CLIENT"
"DEBIT","17541.268387517117","23801","B91-0007919","4340766766025990","false","false","Bank of Farmer","Gabriella Mullen","BANK","CLIENT"
"DEBIT","11908.286376449074","23822","B74-0005094","4876990248923794","false","false","Bank of Cooke","Alex Massey","BANK","CLIENT"
"DEBIT","2609.0409460997175","24023","B91-0007919","4202581290081469","false","false","Bank of Farmer","Brooklyn Charles","BANK","CLIENT"
"DEBIT","7971.591575858951","24062","B45-0009267","4672189090860057","false","false","Bank of Reed","Liam Martin","BANK","CLIENT"
"DEBIT","3007.6089574568623","24095","B91-0007919","4866051596912558","false","false","Bank of Farmer","Andrea Brady","BANK","CLIENT"
"DEBIT","1259.1279336975663","24136","B45-0009267","4834521934366815","false","false","Bank of Reed","Chase Sloan","BANK","CLIENT"
"DEBIT","1900.1230101616193","24159","B91-0007919","4408560861175001","false","false","Bank of Farmer","Makayla Bush","BANK","CLIENT"
"DEBIT","1610.6056204245142","24161","B91-0007919","4408560861175001","false","false","Bank of Farmer","Makayla Bush","BANK","CLIENT"
"DEBIT","4721.10949396854","24188","B91-0007919","4245451236428720","false","false","Bank of Farmer","Carter Bates","BANK","CLIENT"
"DEBIT","3446.5889844584776","24200","B74-0005094","4832843293767348","false","false","Bank of Cooke","Ava Casey","BANK","CLIENT"
"DEBIT","719.8957389702787","24219","B74-0005094","4150706141517724","false","false","Bank of Cooke","Joseph Cotton","BANK","CLIENT"
"DEBIT","2363.261708093729","24234","B45-0009267","4912710665650142","false","false","Bank of Reed","Makayla Mcdowell","BANK","CLIENT"
"DEBIT","12024.387790024037","24262","B74-0005094","4077521964334028","false","false","Bank of Cooke","Sarah Booth","BANK","CLIENT"
"DEBIT","11485.190763761057","24360","B91-0007919","4719282561375435","false","false","Bank of Farmer","Alex Patterson","BANK","CLIENT"
"DEBIT","9019.400443647952","24366","B61-0008968","4409065385395258","false","false","Bank of Lindsay","Ayden Decker","BANK","CLIENT"
"DEBIT","7396.9245505686085","24530","B91-0007919","4117944883787328","false","false","Bank of Farmer","Skylar James","BANK","CLIENT"
"DEBIT","5759.021933320258","24703","B91-0007919","4598044046731061","false","false","Bank of Farmer","Andrea Joyner","BANK","CLIENT"
"DEBIT","5704.785591736345","24727","B74-0005094","4254527922271355","false","false","Bank of Cooke","Joshua Winters","BANK","CLIENT"
"DEBIT","502.2209973064241","24729","B45-0009267","4958672048418834","false","false","Bank of Reed","Blake Murray","BANK","CLIENT"
"DEBIT","8041.3742837659875","24753","B91-0007919","4433992441573455","false","false","Bank of Farmer","Sydney Mathews","BANK","CLIENT"
"DEBIT","8684.878116261852","24805","B74-0005094","4950629892497106","false","false","Bank of Cooke","Nathan Brennan","BANK","CLIENT"
"DEBIT","5373.781247030871","24836","B45-0009267","4496883564147017","false","false","Bank of Reed","Carson Burt","BANK","CLIENT"
"DEBIT","6382.9062252339","25063","B91-0007919","4288860903058966","false","false","Bank of Farmer","Michael Romero","BANK","CLIENT"
"DEBIT","4162.145915947795","25145","B74-0005094","4150706141517724","false","false","Bank of Cooke","Joseph Cotton","BANK","CLIENT"
"DEBIT","8930.934311000121","25172","B74-0005094","4086921210366767","false","false","Bank of Cooke","Sebastian Barlow","BANK","CLIENT"
"DEBIT","85.11276068982352","25207","B61-0008968","4026210185985626","false","false","Bank of Lindsay","Easton Mayer","BANK","CLIENT"
"DEBIT","4733.522855691027","25374","B61-0008968","4484729174137845","false","false","Bank of Lindsay","Jasmine Mckenzie","BANK","CLIENT"
"DEBIT","14753.805939701262","25516","B45-0009267","4385624345492007","false","false","Bank of Reed","Alexandra Spencer","BANK","CLIENT"
"DEBIT","5088.07706619833","25559","B61-0008968","4920604863543607","false","false","Bank of Lindsay","Wyatt Short","BANK","CLIENT"
"DEBIT","8930.724845430137","25576","B74-0005094","4893589937977753","false","false","Bank of Cooke","Colton Reilly","BANK","CLIENT"
"DEBIT","1380.8265236143766","25578","B74-0005094","4893589937977753","false","false","Bank of Cooke","Colton Reilly","BANK","CLIENT"
"DEBIT","3433.8208471972202","25586","B61-0008968","4083353481918675","false","false","Bank of Lindsay","Carter Martinez","BANK","CLIENT"
"DEBIT","578.4192742236246","25608","B91-0007919","4204252927785629","false","false","Bank of Farmer","Ashley Gentry","BANK","CLIENT"
"DEBIT","6578.5705389798695","25762","B61-0008968","4570513869539464","false","false","Bank of Lindsay","Damian Craft","BANK","CLIENT"
"DEBIT","615.2672410090963","25822","B45-0009267","4958672048418834","false","false","Bank of Reed","Blake Murray","BANK","CLIENT"
"DEBIT","3102.330145938784","25859","B91-0007919","4189164385364525","false","false","Bank of Farmer","Henry Whitney","BANK","CLIENT"
"DEBIT","5023.037358350257","26019","B61-0008968","4182417587481282","false","false","Bank of Lindsay","Camila Gay","BANK","CLIENT"
"DEBIT","3932.127192709173","26079","B45-0009267","4321366473679966","false","false","Bank of Reed","Oliver Jones","BANK","CLIENT"
"DEBIT","10767.57454489808","26239","B61-0008968","4083353481918675","false","false","Bank of Lindsay","Carter Martinez","BANK","CLIENT"
"DEBIT","7838.114161246007","26240","B61-0008968","4083353481918675","false","false","Bank of Lindsay","Carter Martinez","BANK","CLIENT"
